age,experience_years,education_level,hours_per_week,salary
31,2,1,32,45308
42,23,2,38,137351
35,3,1,60,58893
46,10,4,39,115680
48,3,3,28,69597
50,0,3,48,75693
48,8,5,46,126850
52,26,4,58,182763
51,9,1,59,85445
32,4,1,55,64810
61,27,4,40,178716
45,20,4,29,141675
38,8,1,59,77290
35,6,5,21,105126
48,18,4,45,147288
42,5,2,23,61524
49,2,2,52,70000
22,1,3,60,79431
58,9,4,43,113982
38,3,1,58,65544
45,19,4,36,140896
21,2,1,55,56050
48,12,1,30,85678
40,17,4,44,141102
38,3,4,34,85948
43,10,3,53,113860
46,1,5,22,87906
45,14,2,54,112330
30,5,2,57,75784
38,8,3,21,83627
28,4,5,44,104564
64,31,5,23,201998
21,0,4,50,74792
56,13,4,55,139659
23,1,1,56,53563
43,20,2,35,119739
28,3,3,53,80234
31,7,4,35,98988
45,21,3,34,141424
57,21,3,54,151479
39,7,3,43,90898
48,3,3,34,80355
35,9,2,30,81651
23,0,3,53,65272
55,21,5,50,172433
40,12,1,48,92373
57,22,2,27,125725
54,24,2,56,147914
30,0,4,50,76450
52,4,2,21,59431
37,13,4,55,133773
25,3,2,26,48944
49,21,1,39,121169
63,24,2,26,139486
51,21,1,44,124479
46,21,2,23,122143
27,3,5,30,89680
40,12,1,51,87581
47,1,1,55,52863
53,14,3,29,117215
55,34,5,54,219970
42,15,3,29,112060
53,3,4,55,103175
45,14,3,30,110145
30,1,1,58,54650
34,12,5,57,137465
53,13,1,25,89044
58,21,4,40,155631
33,9,3,53,103168
31,10,3,41,96825
28,2,5,56,99490
25,1,3,52,68545
50,16,4,30,130758
57,11,5,32,130948
59,0,4,23,80168
62,5,3,60,104880
35,1,1,31,40826
85,6,4,28,95234
50,21,1,47,120046
46,17,3,47,134633
36,11,2,60,101947
29,8,2,44,82531
28,5,5,54,109411
57,26,5,54,190786
58,15,3,48,129910
37,4,2,56,76735
43,7,4,25,98839
55,21,4,46,155452
62,33,5,20,204330
63,9,4,42,121215
60,11,5,44,138822
50,1,1,50,53873
37,6,2,44,73011
65,24,5,55,194067
44,7,3,30,85755
33,5,4,29,83712
53,20,2,31,120648
42,2,1,37,50972
25,6,5,30,100388
47,14,3,49,118166
61,17,2,41,124455
65,31,4,52,196124
65,7,5,57,129154
35,8,4,37,99572
30,0,3,24,59009
55,18,3,39,132591
24,1,5,23,77718
34,13,1,30,78105
39,19,2,50,128091
50,19,5,40,162451
52,8,3,26,94790
40,4,3,55,86863
57,15,4,50,145125
45,22,4,37,154153
29,2,4,54,87734
63,19,5,45,161932
36,8,5,56,124897
54,15,2,25,104803
25,1,4,31,70165
59,0,1,40,47145
56,20,1,44,114702
65,9,4,39,118367
54,12,2,55,110991
63,0,4,37,80652
47,17,2,52,118463
54,1,1,24,45098
34,2,2,59,65555
21,2,2,44,59607
34,1,1,57,48610
60,31,5,54,215972
62,17,4,46,149148
60,7,2,36,84455
57,32,3,26,174021
50,21,1,26,113826
29,4,2,34,67105
35,13,3,60,119624
65,27,3,23,161090
53,0,3,54,75427
32,6,4,39,94408
41,18,5,45,158343
32,4,1,29,45238
37,6,4,40,101051
27,0,1,42,41201
36,7,3,51,93585
37,11,4,23,104156
86,24,5,45,180862
38,9,3,47,98691
30,7,2,22,63202
23,4,1,30,45179
32,8,1,58,72946
57,21,3,27,138795
53,23,3,54,155370
51,21,5,34,167963
30,3,2,22,55356
61,23,4,38,166536
29,1,3,40,62875
55,21,5,45,168893
41,18,3,29,123675
39,4,4,58,99693
34,11,2,58,104047
59,20,2,42,135632
60,36,2,29,182256
51,15,5,42,151767
27,5,2,26,59966
44,2,2,37,56456
54,26,5,49,193067
62,18,5,39,156571
55,24,2,36,142801
23,0,2,50,51544
38,8,1,54,75833
56,1,3,52,79583
31,9,5,44,125356
57,14,1,41,96072
25,5,2,35,69019
35,4,1,37,54554
41,0,2,44,56098
40,13,5,49,140044
32,3,2,31,55514
38,7,3,54,97446
36,9,4,47,113678
56,5,3,41,93844
39,4,1,51,61762
45,16,2,27,107378
33,7,3,33,86380
41,14,3,25,108782
44,16,5,58,160165
52,11,1,29,82364
51,32,3,20,167196
53,23,4,23,154522
21,1,2,60,65242
42,12,3,28,106982
64,35,1,24,165523
22,0,3,37,59798
36,2,5,35,91728
42,10,1,33,69961
44,2,4,59,98087
43,1,1,31,42977
48,4,1,20,46755
30,6,1,50,61300
65,10,3,34,110498
47,14,4,60,139285
41,5,4,44,98429
41,16,2,51,117638
37,15,5,51,145915
47,7,4,49,113831
40,6,4,26,96361
53,25,3,35,151489
22,0,3,44,58875
48,10,4,31,115807
50,25,5,58,194661
38,15,2,23,95657
39,16,4,58,142622
50,3,5,24,100008
48,3,4,22,83390
54,22,1,54,128078
55,20,5,50,168818
42,1,4,48,91330
56,2,3,40,82794
61,31,4,23,186060
46,4,4,25,87787
32,2,5,54,101994
37,14,2,47,102095
34,5,2,26,61576
51,24,1,25,119178
39,14,3,21,105892
59,10,1,39,79671
54,22,4,53,169003
55,2,2,60,73627
49,27,1,55,146075
23,1,1,30,32152
31,4,5,24,98652
62,7,3,50,104697
56,14,2,35,106846
64,28,1,59,156189
21,0,3,39,61966
21,0,1,44,39129
21,0,5,29,77901
22,0,2,22,36002
58,29,5,59,202832
41,3,3,40,77870
63,2,2,31,66756
31,7,1,56,68094
55,23,1,36,130277
42,5,4,47,97769
38,3,2,38,68380
51,18,2,30,116937
44,4,5,47,106488
61,15,3,20,113437
44,19,5,50,162807
54,20,1,46,121307
25,4,2,23,55804
55,26,4,49,180076
37,13,4,27,117914
36,8,4,26,98907
46,22,1,48,127376
63,38,2,32,195004
54,24,2,56,151257
42,1,2,46,66578
59,11,4,36,121372
32,7,1,43,64461
41,17,2,53,119981
26,8,4,56,111343
29,2,3,48,70278
55,30,1,43,153867
24,1,4,26,69473
51,17,1,60,115827
35,12,5,53,139558
40,0,2,32,52228
28,0,1,32,36613
34,3,5,50,105005
43,6,4,49,105050
22,0,2,56,53275
38,7,5,26,108081
52,13,2,37,99003
61,42,2,29,198469
41,11,2,31,89823
62,31,4,36,189747
33,10,5,31,119232
33,1,3,54,75580
52,28,3,43,167408
41,20,5,60,168543
53,22,1,55,130499
34,11,3,32,96163
48,27,3,40,161753
61,4,1,56,67509
24,2,5,45,95487
58,3,5,59,115976
38,13,3,32,104881
65,35,2,51,194138
46,19,3,20,125491
32,6,1,25,53129
23,1,1,58,48684
37,13,4,22,114550
39,4,2,28,59424
53,9,5,54,133118
35,4,2,50,74564
30,6,5,57,117189
46,1,2,57,71286
34,8,3,42,97732
56,4,2,40,75752
31,1,3,29,64552
62,6,1,32,62309
59,15,5,55,155956
55,22,2,46,137050
25,2,3,25,66678
27,7,4,25,88934
46,1,5,55,102769
53,24,1,20,123367
55,19,1,43,116579
65,7,2,42,86148
26,5,5,30,99793
46,15,5,60,152625
33,3,1,20,45546
30,7,5,20,104775
62,13,1,48,99401
49,27,3,25,158593
51,25,5,49,185715
53,14,5,32,136644
48,28,5,51,196369
47,13,2,30,94575
61,17,2,23,115299
41,21,2,24,119100
28,2,1,44,46447
51,7,5,34,112328
55,0,5,35,88631
42,4,5,23,100296
37,9,3,32,93913
31,4,5,28,95713
40,15,4,31,126993
31,12,1,51,85704
62,15,2,43,111149
31,11,2,28,82471
24,3,3,55,75909
31,4,5,50,109206
39,13,5,44,138426
36,1,3,39,67762
32,10,5,41,123805
57,16,4,22,128848
52,23,2,40,139011
52,5,3,40,83750
46,22,4,34,154563
62,4,5,45,113933
25,3,4,26,80624
36,12,5,22,124666
45,5,3,45,91404
37,10,4,25,101988
49,20,2,57,133949
36,10,3,49,101404
36,2,2,54,71621
60,11,4,38,118843
49,8,5,59,130707
44,12,2,22,92451
47,7,4,37,99768
24,3,2,28,55255
48,21,2,42,130346
25,1,3,21,56820
35,6,1,52,70097
33,9,1,55,80595
62,10,1,35,85254
40,18,3,52,134185
26,3,1,22,43379
53,3,5,50,113814
22,1,4,55,85222
27,3,2,21,55216
26,2,2,38,51657
39,8,2,30,78430
53,25,4,23,160495
63,23,4,29,164094
61,37,3,47,210640
30,3,3,55,85530
35,5,2,53,78406
24,0,4,43,72977
44,13,1,22,83661
53,9,5,55,133961
37,0,5,27,87097
49,24,4,56,172404
61,17,1,35,104657
62,15,4,22,125895
33,1,4,53,85015
54,30,1,53,161925
35,12,4,49,123390
27,3,5,32,96925
43,10,3,53,110842
49,15,2,50,114112
30,5,1,23,49443
25,2,2,27,53160
33,7,4,49,102617
32,1,3,25,61403
23,0,4,23,64702
57,4,3,59,94342
23,4,5,53,103713
54,28,5,25,187971
31,10,1,20,60409
56,14,3,30,111751
50,21,5,30,165358
45,3,5,57,108940
48,9,1,34,77998
48,9,5,50,127807
30,0,4,43,78785
33,9,1,46,75311
32,7,2,49,81556
52,16,3,36,122035
43,14,5,51,142943
47,24,5,54,182378
24,2,4,21,71935
46,1,4,57,89954
46,15,3,47,125805
48,25,2,29,136522
56,16,2,55,126384
43,16,3,49,132127
43,13,5,48,136538
45,19,5,29,155571
55,16,3,43,132101
31,6,5,57,113569
41,0,1,56,49510
27,5,5,36,101602
24,1,2,41,55923
26,3,2,52,64414
61,11,5,54,141077
41,1,1,54,48862
22,0,4,26,67587
24,2,2,24,44743
45,14,3,50,118770
63,20,3,50,151254
56,13,4,57,141948
47,13,4,45,128710
31,8,3,37,91683
45,18,2,25,108189
51,6,4,60,108653
43,20,4,44,155913
51,0,3,37,70073
48,20,5,55,173776
29,2,3,55,79798
46,14,4,60,140235
24,0,5,28,79055
29,7,5,50,113691
31,7,4,34,93809
52,5,3,28,79928
54,22,5,42,170319
32,1,4,55,83485
30,5,2,24,57905
30,6,4,57,108017
29,10,3,50,104481
49,9,5,31,123720
58,4,3,28,75232
50,6,1,51,76575
24,1,4,57,85150
46,8,2,30,75147
23,0,2,54,54150
59,32,4,32,190044
26,7,5,54,114307
63,2,2,28,65829
51,6,1,50,67030
49,9,3,51,110438
47,20,2,40,122072
45,25,2,25,141001
32,4,3,43,75553
57,1,4,26,83228
48,2,4,37,89928
61,26,2,26,148822
56,17,2,25,113755
64,19,5,34,164796
26,2,5,51,96040
26,1,1,54,47728
55,28,5,44,199426
40,1,2,51,62149
21,0,5,49,87322
38,4,5,52,108558
36,0,1,47,47106
39,12,2,51,106605
47,12,1,41,85909
64,1,2,54,68267
36,9,3,46,96152
37,4,2,30,60990
49,2,5,31,92533
58,6,3,28,83752
57,36,3,41,201132
25,0,5,20,73515
25,2,2,30,53783
60,10,5,35,134013
22,0,5,44,90672
52,8,3,37,93708
43,3,5,25,91977
53,19,1,58,118517
54,27,5,50,195843
28,2,5,28,92427
25,2,2,60,64693
36,6,5,20,96666
41,1,5,39,96496
37,14,4,49,132387
33,1,4,52,84068
63,5,3,45,91245
46,8,2,46,83748
46,1,4,54,94179
62,18,2,40,123976
21,0,4,25,63300
26,4,4,34,85025
53,31,4,25,182472
57,25,2,25,141274
46,6,1,51,74254
54,9,3,27,92200
24,0,2,36,47968
41,5,3,37,78994
39,19,3,38,135868
30,9,4,26,97964
30,8,2,29,73851
47,13,2,53,104803
29,1,5,28,85131
40,7,5,60,127232
65,32,3,50,195341
21,0,3,36,59385
30,3,1,28,46528
56,11,2,24,94636
24,2,2,49,59125
34,4,5,56,106057
54,14,4,24,122154
24,3,4,56,96117
50,18,3,34,132889
60,19,1,53,116703
40,8,2,53,90846
61,14,3,47,127138
46,15,4,26,126667
32,1,3,56,74529
36,10,4,50,117290
65,23,5,25,170275
22,0,3,51,64515
57,36,4,43,215801
22,0,3,49,69838
49,6,1,44,66421
56,31,2,45,173007
52,26,5,31,177476
63,25,2,50,151070
37,10,5,58,132152
33,11,4,43,118984
31,7,4,58,111753
59,17,3,33,132973
50,18,1,27,103845
26,0,5,23,76212
42,13,5,53,140475
49,25,5,37,179743
60,10,2,58,105059
43,8,2,32,76562
23,1,2,59,61219
48,9,1,58,89401
60,11,2,52,101146
25,4,5,50,103368
22,0,5,30,79244
29,0,5,30,85116
21,0,3,46,60086
62,27,3,35,162023
22,0,1,50,39769
39,3,2,24,55371
31,7,3,38,89061
48,19,5,58,170871
40,21,5,44,163200
62,41,5,33,241673
35,10,5,59,128873
46,2,2,26,54199
36,18,1,46,104952
48,4,5,59,115054
54,17,1,43,111738
57,14,3,20,112334
32,2,3,22,60063
63,27,3,33,168771
64,3,1,37,54018
33,0,5,53,98484
25,7,1,42,59689
56,34,3,32,181732
60,17,5,48,160216
57,31,1,50,163444
53,30,5,32,198219
51,15,3,20,115821
59,22,3,49,157207
65,8,1,60,83413
39,0,5,36,88151
55,9,5,45,129470
26,2,3,39,66681
59,26,3,43,167611
49,19,3,56,141665
50,0,5,51,94249
44,20,4,20,136058
25,1,3,29,57664
42,10,2,47,94787
31,4,3,54,86057
29,3,5,32,91092
36,12,2,55,106038
28,0,4,50,80454
39,4,5,38,104893
58,19,1,42,114938
21,1,4,32,73463
59,26,3,34,158113
58,25,5,46,186899
37,2,2,56,70655
31,12,3,38,105070
40,10,2,24,79430
56,6,5,20,108588
33,9,5,45,126352
30,5,1,26,46870
30,5,3,22,69295
64,31,2,27,165638
23,2,1,50,54430
42,13,2,45,107108
64,14,2,52,119778
26,0,1,47,45513
59,17,1,60,113860
21,0,3,51,69804
57,21,1,22,112160
22,0,3,26,50016
34,11,1,51,88273
57,31,1,44,155883
59,13,1,55,101698
46,5,1,50,69539
60,26,2,50,160293
41,4,2,42,66827
58,10,5,27,124745
27,0,4,25,63294
62,38,4,27,214857
61,13,2,46,106268
63,11,4,44,122188
34,4,3,58,84550
45,1,5,24,85782
26,2,4,35,74045
57,32,3,21,174377
25,3,1,31,43830
51,23,4,37,158622
33,2,5,39,93282
57,27,1,43,138871
25,3,3,38,73588
58,40,3,58,221619
23,3,5,28,89768
21,0,2,31,44585
62,36,5,45,226232
58,37,3,56,207579
35,5,2,22,61299
65,33,5,58,227660
26,5,2,20,59856
31,4,5,46,104875
22,3,1,42,51247
62,8,5,33,119571
31,10,1,30,70280
32,7,5,24,102455
39,17,1,23,88413
33,1,1,32,38164
36,10,5,27,115241
52,3,2,44,69236
50,9,5,42,129304
51,11,1,46,91606
34,2,5,42,93027
40,18,4,43,140353
35,14,2,29,93315
29,5,4,60,101056
26,0,4,38,74896
50,1,4,41,86607
21,0,3,58,68342
25,4,4,40,85769
58,0,4,46,86578
53,5,1,24,60849
42,10,2,30,83559
65,47,1,28,210688
28,1,4,22,66006
24,0,4,21,67983
38,8,2,27,76255
26,4,3,51,81990
61,18,2,44,121963
58,7,1,36,66706
36,0,4,42,82500
45,23,1,41,125118
39,4,2,40,63677
35,4,2,52,78129
28,1,1,20,30284
26,8,1,36,59851
50,14,4,43,127803
43,16,4,38,130665
58,35,3,60,205699
43,10,1,42,77841
59,16,3,26,119806
25,6,1,39,63449
36,10,1,36,78290
65,1,1,26,44824
62,10,1,21,79171
65,8,4,33,108044
35,1,2,21,44852
45,22,1,56,127311
39,4,4,36,91844
31,5,3,40,81273
46,21,2,20,122775
45,20,1,54,123560
51,8,5,50,122110
44,21,4,42,155494
60,34,5,43,214949
51,12,4,44,124075
63,6,4,52,114047
53,26,1,39,141064
63,30,5,41,199590
29,6,5,21,101017
48,13,5,52,148641
42,10,5,20,113013
51,15,1,43,95100
38,5,3,30,79674
21,2,2,46,56127
44,15,4,51,137739
21,1,2,41,54574
46,19,5,46,166808
33,5,5,32,102458
45,14,1,30,84309
24,3,3,46,72374
34,9,5,42,121957
35,2,1,57,58638
28,5,2,39,72747
50,1,5,48,103037
49,4,1,25,55498
36,6,2,29,64203
25,3,5,50,101005
59,23,1,53,135286
62,25,2,32,144806
31,6,4,39,99433
50,1,4,48,87558
42,4,5,58,114897
31,4,1,52,55567
38,6,3,25,80310
55,9,2,31,85387
39,3,3,25,71092
59,30,2,55,177676
48,28,1,59,156020
63,20,3,29,135211
55,19,4,28,141617
35,4,5,25,97147
45,3,5,47,110819
64,44,3,28,219300
54,34,2,32,171472
50,18,3,30,123816
58,20,1,27,115727
57,16,3,21,121915
30,4,4,35,87280
57,1,3,54,81858
21,0,3,58,70128
31,5,1,50,67054
34,9,4,29,102543
31,0,5,52,90349
42,4,4,25,89004
53,28,3,22,159405
64,18,3,24,125692
54,21,5,30,167774
57,1,2,55,69547
33,0,2,27,45665
56,16,4,27,137140
59,37,4,28,207144
62,6,2,47,82330
65,28,5,59,204776
54,3,4,30,89238
38,12,2,37,97717
57,30,2,52,171655
55,37,2,29,179887
23,0,2,23,44101
40,4,5,24,100201
42,4,1,20,52274
26,1,3,54,69847
42,15,4,27,122823
32,8,4,20,90867
56,4,1,26,57764
42,17,5,57,161410
26,2,1,35,43776
45,5,3,31,80075
35,7,4,20,89692
47,19,1,39,115774
64,17,1,42,113287
35,2,5,54,102213
64,20,1,53,122247
46,13,3,49,118390
55,30,2,31,163285
52,27,1,39,141105
61,12,5,29,134626
32,8,1,41,73522
47,0,5,59,100083
39,5,2,43,71921
53,22,4,48,164496
35,11,3,59,109930
43,0,1,36,45322
32,10,3,57,106907
45,18,4,53,148008
58,28,2,20,143232
34,3,4,51,92299
64,2,1,45,61591
46,8,3,60,105970
55,14,2,49,109520
65,7,1,51,79319
45,13,4,20,116684
34,3,3,37,75664
32,7,1,22,50835
41,11,5,58,134579
34,12,5,28,127695
24,1,2,21,39663
49,19,4,43,152074
62,40,5,40,234773
32,13,2,22,93136
36,15,1,40,97355
21,0,1,57,49192
58,17,1,36,110171
23,4,3,28,67617
37,0,5,21,80732
44,9,3,49,100829
28,9,5,46,126189
51,5,5,56,122806
32,9,3,56,99420
44,21,5,38,165765
49,20,2,36,126013
45,6,2,58,84731
59,12,4,56,135182
29,9,1,48,70268
26,1,4,20,64621
60,5,1,23,59176
26,1,5,43,92599
50,11,3,30,108126
36,11,4,51,123842
27,3,5,33,94922
43,3,4,55,96877
36,12,4,47,127553
51,24,1,36,127158
48,2,5,45,99162
60,19,4,26,143567
63,8,2,28,83045
41,12,5,39,131233
36,9,2,59,95049
52,0,3,20,55393
34,1,2,47,57214
61,2,4,27,86985
26,3,5,51,106676
62,22,3,35,151039
58,6,4,31,97476
34,8,3,56,99255
60,23,3,23,146083
46,6,4,45,102429
41,15,3,35,120765
56,17,4,22,130704
52,25,2,49,152306
45,3,2,41,65618
63,4,1,30,55424
34,13,5,27,128049
46,0,2,34,55693
31,9,4,32,103257
51,21,5,57,180099
34,13,4,23,112920
48,9,3,21,94992
45,20,4,28,145538
48,9,2,49,90068
22,0,1,41,36676
22,0,4,23,63075
41,7,1,42,72577
22,1,1,49,44712
37,18,4,25,129449
57,17,1,54,113341
65,38,4,89,224661
55,23,1,40,131205
32,2,4,43,82217
57,30,3,57,183070
30,3,5,43,98622
49,4,2,34,69340
45,10,2,40,90850
41,3,5,51,102628
64,21,3,34,144636
53,4,2,40,69579
23,2,3,47,68196
34,9,2,58,94076
43,7,1,24,60459
65,24,1,52,140739
36,12,4,39,123073
29,5,5,41,101269
23,0,5,32,76910
21,1,2,24,40167
64,33,4,38,197778
63,16,5,30,144584
45,17,5,58,165519
27,2,3,46,72127
42,16,5,25,142275
28,5,3,38,81084
26,2,3,21,55053
33,2,5,22,83694
27,0,4,33,70136
60,35,3,58,199571
50,20,5,30,153708
30,9,4,35,108995
27,2,3,40,72312
58,21,3,49,147636
64,6,3,38,89646
63,21,1,57,127272
43,13,1,34,82345
65,14,3,57,127326
37,12,5,42,130480
43,8,2,60,96934
27,0,4,38,71382
52,8,2,44,93247
52,8,5,51,125796
57,31,4,34,185074
50,0,3,35,70002
36,5,3,58,92535
63,38,5,45,234478
54,7,4,28,103425
31,7,4,52,111428
53,34,1,42,170600
52,2,2,39,67134
37,3,5,60,114397
51,19,4,43,154502
54,11,3,20,96373
44,6,4,32,100495
44,12,3,49,112427
39,5,4,39,96344
34,12,4,48,125908
43,22,5,48,168075
59,7,3,29,87658
62,44,5,57,258345
44,12,3,37,112080
52,6,5,27,104900
22,0,2,44,49886
34,11,1,59,91011
54,1,4,58,93455
30,7,5,55,121070
31,9,1,39,67370
33,13,2,45,101719
60,13,4,60,141680
65,6,5,25,108400
57,28,3,41,171481
47,3,1,48,60059
34,0,4,24,66523
30,2,5,29,84497
55,5,5,50,116722
25,2,5,53,99586
52,17,3,53,138286
42,12,2,45,102279
60,34,2,58,184590
49,22,4,23,151346
23,3,3,28,66143
61,9,1,35,79946
53,23,5,23,168051
23,5,5,51,112796
60,34,5,24,209503
55,15,1,60,106240
57,12,3,51,117571
45,7,3,55,102644
64,12,3,34,117198
53,19,3,22,129444
27,3,4,40,81495
54,4,1,37,60056
61,27,3,59,176466
55,4,2,32,65729
49,11,5,47,130602
63,40,1,20,182659
41,19,5,60,163137
37,5,2,38,67032
62,36,2,42,192751
28,1,2,30,44975
48,29,1,60,156502
52,15,5,29,142963
27,5,1,22,45516
62,5,1,56,73604
53,16,4,48,140947
32,7,1,43,64707
35,6,1,37,57174
32,9,1,38,72619
64,12,2,53,110539
25,0,2,34,51074
21,1,2,37,55300
57,27,2,38,148584
38,9,1,51,80728
44,5,2,43,77850
45,8,5,30,117724
35,7,3,23,78242
63,29,3,46,180180
58,1,3,33,76788
62,14,3,27,116431
57,39,5,46,236949
23,0,5,27,80096
53,13,3,41,113651
58,33,1,21,153906
44,12,1,20,78705
25,2,3,32,69947
45,0,2,45,63324
59,31,4,56,203878
45,6,5,38,115973
21,1,3,42,65595
25,0,4,28,66569
23,0,3,28,55504
32,5,4,24,81384
64,37,3,25,193094
33,2,3,46,75509
64,28,5,59,206431
45,17,5,32,146752
39,7,2,25,70730
51,4,5,47,112158
42,5,2,53,83152
54,5,3,26,81019
49,9,2,34,89216
27,0,1,30,29249
58,2,4,39,90146
44,1,3,56,78025
51,27,4,25,167641
26,0,3,49,62194
50,7,1,41,70750
62,39,1,50,190871
58,5,4,23,92672
47,18,1,49,107350
63,11,4,30,123436
26,6,2,27,63335
47,2,4,55,95831
32,9,4,33,107079
40,10,2,43,87513
58,14,3,52,129726
53,17,4,37,137546
55,9,5,24,119293
36,3,3,43,82473
65,19,2,51,129583
42,7,5,33,115857
30,4,4,42,93204
45,1,3,29,63044
64,30,4,23,184748
50,8,3,36,96714
47,19,5,55,169337
39,8,1,20,57293
21,0,1,35,30253
36,6,3,21,74185
21,0,3,32,55351
36,6,2,54,80518
65,35,3,46,195827
64,44,1,45,206235
43,24,3,42,154740
30,4,2,28,61578
64,32,2,59,186652
39,9,2,51,87556
27,0,4,51,75739
28,0,1,30,38502
32,3,3,48,82813
53,11,4,30,120668
61,37,5,48,232236
31,6,4,32,96962
64,9,3,52,112388
22,0,5,57,90681
28,2,3,51,74609
62,2,5,26,98656
37,6,3,40,87011
59,21,2,38,133871
40,17,1,26,95279
56,18,4,21,133523
61,16,4,30,131531
43,13,2,23,91502
39,6,1,24,59725
45,15,1,39,98590
39,7,3,45,93273
55,31,2,54,170478
26,4,3,28,66560
63,29,5,21,185596
44,24,2,23,131497
59,38,3,45,209407
31,4,3,32,71211
23,4,5,54,109712
40,21,1,56,129139
61,27,4,39,175063
28,3,1,57,58575
24,0,2,23,44285
29,5,4,43,98636
35,10,2,35,88571
34,2,2,21,55094
47,20,1,24,104433
31,0,3,39,63489
53,1,4,29,80982
64,32,5,26,198153
53,17,4,30,139976
24,3,2,39,56562
58,26,3,30,162277
65,0,5,51,108182
36,12,1,43,86891
26,3,2,51,70596
36,15,2,50,109502
35,7,3,60,98111
44,3,5,50,110474
42,19,2,21,112793
54,6,3,46,97660
21,0,4,44,79288
63,21,2,43,137460
52,22,3,31,144308
50,8,3,41,97434
38,2,1,56,58259
60,23,4,35,167567
33,8,1,32,62915
60,18,2,50,127884
42,11,5,59,139650
25,2,5,47,97002
25,4,2,60,78790
36,7,1,49,71073
55,25,1,26,123818
23,2,1,24,35920
27,5,3,34,73360
28,6,1,60,72589
44,23,3,39,150919
41,1,4,55,94519
64,31,1,51,160164
59,16,5,32,143489
33,1,4,54,85607
57,7,4,50,108956
51,20,4,50,155700
30,10,5,30,120606
42,14,5,26,132531
31,6,4,55,99658
30,6,4,43,100273
36,2,5,36,99302
37,7,4,50,111066
61,4,3,54,95516
41,13,2,33,99187
22,1,5,44,87077
26,4,2,47,64444
29,4,1,24,40722
46,26,5,46,187943
49,6,4,29,99735
44,7,4,33,99531
37,9,5,60,132245
52,11,3,43,109950
64,38,3,20,199016
63,29,3,44,178499
48,9,4,44,110195
22,0,2,47,52817
64,19,5,20,152730
36,12,5,38,129433
43,6,5,23,101161
24,0,2,56,61282
23,1,1,55,48445
62,14,1,49,106947
35,1,2,51,58520
49,9,4,26,109699
35,3,2,37,63909
39,7,1,26,61127
51,17,2,55,124890
34,14,4,28,117013
60,39,5,50,233887
36,6,1,26,53255
43,15,4,24,125053
23,0,3,41,65886
34,0,1,35,38819
61,1,3,55,83590
35,8,3,29,90463
55,25,3,37,155309
43,15,4,56,144189
52,16,1,23,97192
21,0,5,35,79807
49,19,5,21,146070
59,15,4,33,134187
42,9,5,24,116155
62,20,2,46,132856
25,0,1,60,44711
61,23,2,28,135201
32,0,5,53,90354
60,2,5,26,92770
31,2,4,30,79313
32,5,1,50,61438
56,14,1,47,101918
23,0,3,29,58305
26,2,2,30,50819
28,5,5,20,89793
60,29,5,34,196542
41,12,4,54,132550
42,18,1,33,101915
51,23,4,56,168733
55,25,2,22,135941
54,18,1,48,115421
63,17,4,23,139054
28,4,1,52,57412
51,24,5,24,172461
39,11,2,20,86968
59,19,2,38,130284
43,6,1,48,72485
22,0,2,44,54868
37,3,5,45,101435
24,1,1,30,33839
28,2,3,27,67770
34,5,5,29,99795
22,0,3,27,51869
39,18,4,25,130379
31,9,1,23,64945
40,10,1,37,78081
50,1,5,47,102614
60,20,5,44,165261
24,1,4,35,79877
35,10,5,22,114447
50,23,4,26,155320
28,4,2,23,60592
43,13,1,52,99115
53,5,3,36,88994
44,7,1,34,60450
31,1,2,33,55856
30,7,3,47,94537
32,8,4,30,101466
33,4,5,22,97088
49,6,4,54,107459
37,1,2,37,52030
28,4,3,34,72620
57,29,1,48,152023
21,1,3,27,61840
56,1,2,23,55368
31,1,3,43,65444
49,15,1,22,90882
27,3,4,29,84783
51,5,3,30,83376
62,3,5,26,102019
50,21,2,20,120742
47,22,1,30,111834
26,7,2,55,77852
30,7,5,32,109085
25,3,3,25,62418
64,1,2,42,67469
61,32,1,20,146025
65,44,2,49,218607
59,15,1,26,96379
60,40,3,49,220050
51,13,5,23,126500
53,5,4,60,112168
25,1,1,32,42316
64,21,4,35,159762
56,5,4,45,106721
59,11,3,20,98521
64,14,2,43,114604
21,0,1,51,47123
48,5,4,44,101799
50,10,4,35,119089
38,11,4,22,103289
40,6,3,53,97112
33,2,5,52,97912
33,5,5,51,116084
40,15,1,36,97677
40,1,4,53,92518
59,1,1,47,57874
53,32,4,24,185482
64,18,1,57,119648
21,0,2,29,42999
35,13,3,27,103442
29,10,3,54,101896
58,25,2,55,156386
61,9,5,47,128626
51,18,4,54,154851
25,1,5,42,95525
55,21,3,36,147382
35,2,5,58,110014
46,3,2,44,65548
46,19,3,20,129672
26,4,2,55,67868
63,28,5,20,181322
25,1,5,38,88586
51,32,3,33,183490
37,6,1,20,56318
48,27,2,47,159975
27,0,3,24,56735
40,16,5,48,148879
32,3,3,49,80234
32,9,1,58,84022
22,2,4,36,81794
27,4,3,32,73719
32,4,3,25,71637
27,7,1,24,52474
61,8,4,33,108688
42,0,5,59,105616
31,0,5,58,97310
54,13,3,47,120283
33,11,4,27,104481
37,16,3,27,114627
28,1,1,48,42951
40,22,1,60,126401
38,3,4,51,94781
40,8,3,29,89173
65,35,1,39,168870
40,7,1,33,63859
36,14,4,20,116979
46,23,5,44,172153
62,31,4,46,199072
41,8,2,41,78942
