Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Model,Price
731,Mercedes,2008,1.9,Hybrid,Manual,215494,Like New,GLC,32010.37
732,Tesla,2015,3.8,Hybrid,Automatic,252615,New,Model X,72895.71
733,Honda,2012,2.5,Electric,Automatic,128331,Like New,Fit,58944.68
734,Audi,2008,5.7,Diesel,Manual,160482,New,A4,97818.68
735,Ford,2019,5.1,Hybrid,Manual,99280,Like New,Fiesta,30918.15
736,Tesla,2003,5.9,Electric,Manual,189787,New,Model S,20045.44
737,Audi,2021,2.3,Electric,Manual,38665,New,A3,9943.59
738,Ford,2009,5.8,Diesel,Automatic,278101,Used,Explorer,27891.17
739,Ford,2021,3.2,Diesel,Manual,259285,Like New,Focus,69986.73
740,Honda,2011,2.7,Petrol,Manual,163947,Like New,CR-V,13099.53
741,Tesla,2016,1.3,Electric,Manual,113828,Used,Model 3,28246.68
742,BMW,2013,1.3,Hybrid,Automatic,132698,New,3 Series,86254.29
743,Toyota,2013,4.5,Diesel,Automatic,90815,New,RAV4,60380.53
744,Honda,2001,3.3,Electric,Automatic,194894,Like New,Fit,11604.55
745,Honda,2020,2.1,Hybrid,Manual,203485,New,Civic,9529.9
746,BMW,2019,4.1,Electric,Manual,164714,Like New,X5,10806.67
747,Toyota,2010,2.3,Diesel,Manual,32356,Like New,Prius,94478.13
748,Audi,2015,3.9,Petrol,Automatic,265953,New,Q5,85737.79
749,Mercedes,2018,2.8,Electric,Automatic,297019,New,C-Class,85269.3
750,Tesla,2022,5.1,Hybrid,Manual,241121,New,Model 3,92800.59
751,Mercedes,2005,5.1,Diesel,Manual,271609,Used,C-Class,52999.26
752,Audi,2023,3.4,Petrol,Automatic,197167,Like New,Q7,28497.74
753,Honda,2018,2.8,Hybrid,Manual,196322,New,Fit,43128.06
754,Toyota,2004,2.8,Hybrid,Manual,15250,Used,Prius,73292.09
755,Honda,2003,5,Hybrid,Manual,46023,New,Accord,88223.12
756,Ford,2014,2.6,Electric,Automatic,101350,Like New,Fiesta,46333.64
757,Honda,2003,2,Diesel,Manual,177696,Used,Fit,55861.19
758,Honda,2019,1.4,Hybrid,Manual,16427,Like New,Accord,93519.38
759,Audi,2009,3.3,Electric,Manual,210084,New,A3,15212.37
760,Audi,2023,3.4,Diesel,Manual,134511,New,A4,86918.43
761,Audi,2021,5.2,Diesel,Automatic,218403,New,A3,20134.21
762,Mercedes,2002,2.1,Electric,Automatic,78672,Used,E-Class,50966.83
763,Ford,2004,2.9,Electric,Automatic,17300,Used,Mustang,25750.2
764,Audi,2005,5,Hybrid,Manual,19659,Used,A3,62280.02
765,Toyota,2020,5.1,Diesel,Automatic,162475,Used,Camry,58064.48
766,Mercedes,2021,2.9,Petrol,Manual,245259,New,GLC,41100.7
767,BMW,2007,3.3,Electric,Automatic,10360,New,X3,87013.83
768,Toyota,2006,2.5,Diesel,Manual,283568,New,Camry,67682.27
769,Tesla,2020,5.7,Diesel,Automatic,98035,Used,Model Y,73514.49
770,Tesla,2009,1.6,Hybrid,Automatic,48791,Used,Model X,19312.68
771,Toyota,2005,5.7,Petrol,Automatic,199867,New,RAV4,88900.74
772,Audi,2013,4.4,Hybrid,Manual,274444,New,Q5,20868.82
773,BMW,2003,3.7,Petrol,Manual,33370,Used,X5,26164.57
774,BMW,2012,1.2,Petrol,Manual,200903,Like New,3 Series,17165.24
775,Mercedes,2019,3.4,Electric,Automatic,27209,New,GLC,46834.12
776,BMW,2016,3,Diesel,Manual,283071,New,5 Series,89332.38
777,Tesla,2022,1.8,Diesel,Manual,34579,New,Model 3,28982.51
778,Ford,2006,4.3,Diesel,Manual,271176,Used,Mustang,40506.57
779,Audi,2003,5.9,Petrol,Manual,93254,New,A3,85376.31
780,BMW,2013,3.8,Diesel,Manual,113528,New,3 Series,63692.45
781,Mercedes,2002,4.6,Electric,Manual,223274,New,GLA,76403.56
782,Tesla,2023,1.3,Petrol,Automatic,238292,New,Model X,25330
783,Ford,2004,3.1,Petrol,Automatic,181026,New,Focus,73066.54
784,Honda,2015,1.6,Petrol,Manual,248342,Like New,CR-V,26623
785,Honda,2022,4.1,Petrol,Automatic,219437,Like New,CR-V,98794.83
786,Ford,2019,5.7,Electric,Automatic,278076,New,Fiesta,58189.18
787,Tesla,2003,4.3,Diesel,Manual,287858,New,Model 3,71085.73
788,Mercedes,2023,1.4,Electric,Manual,57803,New,E-Class,16248.15
789,Ford,2023,2.8,Diesel,Automatic,133624,New,Mustang,28812.32
790,Audi,2001,3.8,Electric,Manual,56627,Used,A3,18275.36
791,Audi,2017,3,Hybrid,Automatic,177059,Used,Q5,42066.22
792,Honda,2018,5.2,Hybrid,Automatic,45380,Used,Fit,31992.91
793,BMW,2018,5.1,Hybrid,Automatic,160322,Like New,5 Series,74627.61
794,Mercedes,2016,4.1,Hybrid,Manual,199416,New,E-Class,15327.35
795,Honda,2013,2.9,Petrol,Automatic,146367,Used,Fit,76445.64
796,BMW,2018,2.3,Petrol,Manual,272667,New,X3,9341.96
797,BMW,2021,1.5,Electric,Manual,259125,New,X3,24191.69
798,Audi,2023,2.8,Electric,Manual,13769,Like New,A4,80236.67
799,Tesla,2012,3.1,Hybrid,Manual,112035,Like New,Model X,75563.78
800,Toyota,2011,4.4,Diesel,Manual,175717,Used,Camry,50250.98
801,Tesla,2005,4.3,Hybrid,Automatic,221815,Used,Model Y,9748.36
802,Toyota,2020,1.4,Electric,Manual,231832,Like New,Camry,62939.91
803,Ford,2003,3,Hybrid,Manual,156629,Like New,Focus,43638.79
804,Audi,2018,1.9,Electric,Manual,234799,New,Q7,35070.17
805,BMW,2015,1.8,Hybrid,Manual,168157,New,5 Series,65839.01
806,Mercedes,2012,5.1,Diesel,Manual,144542,Used,GLA,46478.38
807,Toyota,2003,1.2,Hybrid,Automatic,118643,Used,Corolla,13780
808,Tesla,2022,3.1,Diesel,Manual,210154,Like New,Model S,92015.29
809,BMW,2016,1.8,Diesel,Manual,137877,Used,3 Series,78956.84
810,Toyota,2022,5.4,Electric,Automatic,213396,New,Prius,10355.93
811,Toyota,2000,3.8,Diesel,Manual,225956,Like New,Prius,54881.07
812,Toyota,2017,2.2,Petrol,Automatic,181844,New,Corolla,12920.87
813,Mercedes,2019,3.5,Petrol,Automatic,101422,Like New,GLA,84542.54
814,Audi,2016,4.7,Petrol,Automatic,268774,Like New,Q7,63236.33
815,Mercedes,2014,5.8,Electric,Automatic,277845,New,C-Class,21382.67
816,Honda,2010,2.1,Petrol,Manual,145931,Used,CR-V,6970.43
817,BMW,2021,5.4,Electric,Manual,117556,Used,5 Series,8000.2
818,Audi,2012,5.7,Electric,Automatic,228495,Used,Q7,53199.72
819,Audi,2000,5.6,Petrol,Automatic,254809,Used,Q7,74765.48
820,Audi,2016,4.2,Diesel,Manual,205384,New,Q7,16479.84
821,Tesla,2005,4.1,Hybrid,Automatic,15021,Like New,Model S,26021.99
822,Audi,2003,3,Electric,Automatic,200935,New,Q5,36089.69
823,Mercedes,2019,4.8,Petrol,Automatic,204222,Used,GLA,25717.29
824,Audi,2015,3.7,Electric,Manual,64361,Used,Q7,42176.97
825,Ford,2014,4.4,Diesel,Automatic,272499,New,Explorer,58163.43
826,BMW,2014,3.1,Diesel,Manual,98841,Like New,5 Series,70068.99
827,Audi,2005,4.7,Petrol,Manual,180076,New,A3,96558.64
828,BMW,2014,5.1,Electric,Manual,246300,New,5 Series,93430.15
829,Ford,2013,1.7,Hybrid,Automatic,160786,New,Explorer,59162.06
830,Ford,2010,5.2,Hybrid,Automatic,17198,Like New,Explorer,74744.26
831,BMW,2006,3.7,Electric,Manual,258466,New,X3,95332.86
832,Toyota,2008,5.2,Electric,Manual,18740,New,Corolla,12929.83
833,Honda,2015,3.2,Electric,Manual,265954,Used,Civic,5535.3
834,Tesla,2004,2.9,Petrol,Automatic,258308,New,Model Y,7830.98
835,Toyota,2019,5.6,Diesel,Automatic,99855,Used,Corolla,58518.19
836,Toyota,2009,2.3,Hybrid,Manual,210192,Used,RAV4,77469.18
837,Mercedes,2017,5.2,Petrol,Manual,288927,Used,E-Class,39872.12
838,Tesla,2002,3.4,Electric,Automatic,121701,Like New,Model Y,56797.72
839,Tesla,2012,3.6,Electric,Manual,271615,Used,Model Y,54054.8
840,Toyota,2010,2.5,Diesel,Automatic,110771,New,Corolla,14003.23
841,Audi,2016,3.9,Electric,Automatic,6163,New,A4,35550.89
842,Mercedes,2021,2.6,Petrol,Manual,16065,Used,GLA,6846.34
843,Mercedes,2012,1.2,Petrol,Manual,241262,Used,C-Class,15517.04
844,Ford,2005,2.4,Diesel,Automatic,248924,New,Fiesta,82126.53
845,Tesla,2016,1,Petrol,Automatic,179420,Used,Model 3,83794.28
846,Toyota,2012,5.9,Hybrid,Automatic,281298,Like New,Camry,81184.9
847,Ford,2018,5.8,Petrol,Automatic,20229,Used,Focus,74047.77
848,BMW,2020,3,Petrol,Automatic,250470,Like New,X5,80364.72
849,Honda,2018,4.6,Petrol,Manual,158069,Like New,Civic,68743.32
850,Mercedes,2009,2.7,Hybrid,Automatic,21101,Like New,GLC,68634.17
851,BMW,2002,4.4,Electric,Automatic,40391,Used,3 Series,68399.37
852,BMW,2013,5,Petrol,Automatic,206935,Like New,3 Series,53834.07
853,Audi,2018,5.7,Diesel,Manual,72723,Like New,Q7,39517.99
854,Honda,2004,3,Hybrid,Manual,226293,Used,Civic,74368.55
855,BMW,2004,4.9,Diesel,Automatic,190477,Like New,5 Series,33371.37
856,BMW,2019,2.3,Petrol,Automatic,166020,Used,X5,56575.7
857,Honda,2016,6,Diesel,Manual,290604,New,Accord,46168.78
858,Honda,2020,1.1,Petrol,Manual,197190,Like New,CR-V,31279.12
859,BMW,2009,4,Hybrid,Manual,179354,Used,3 Series,97595.54
860,Honda,2004,4.3,Diesel,Manual,91725,New,Accord,29581.41
861,BMW,2003,4.4,Diesel,Automatic,212139,Like New,3 Series,34382.84
862,BMW,2005,1.6,Petrol,Manual,85779,Like New,3 Series,20350.81
863,Audi,2003,5.7,Petrol,Automatic,3060,Used,A4,83183.16
864,Toyota,2006,1.9,Electric,Automatic,125806,New,RAV4,60725.99
865,BMW,2006,4.1,Petrol,Manual,275875,Used,3 Series,63238.73
866,Ford,2017,2.1,Petrol,Manual,115871,Like New,Explorer,82953.33
867,Mercedes,2002,2.5,Electric,Manual,20719,Like New,GLC,37577.37
868,Tesla,2000,3.7,Petrol,Manual,49116,Like New,Model 3,23395.18
869,Toyota,2023,3.1,Petrol,Automatic,26325,Like New,RAV4,23848.51
870,Toyota,2003,1.8,Electric,Automatic,14551,New,RAV4,74598.88
871,Toyota,2005,1.9,Hybrid,Automatic,286422,New,Prius,63340.94
872,Audi,2008,3.1,Hybrid,Manual,15141,Used,Q7,24602.19
873,BMW,2021,4.8,Petrol,Automatic,295759,Used,X3,18781.21
874,Audi,2013,5.5,Petrol,Manual,122058,Used,A4,16465.29
875,BMW,2011,1.4,Electric,Automatic,193823,Like New,X3,64640.87
876,Audi,2019,3,Electric,Manual,112684,Used,A4,5011.27
877,Audi,2023,1.5,Hybrid,Automatic,289596,New,A3,6740.34
878,Mercedes,2003,1.1,Diesel,Automatic,50391,Used,C-Class,42007.55
879,Ford,2020,4.3,Petrol,Manual,120288,Used,Explorer,70678.24
880,Audi,2023,4,Diesel,Automatic,206132,New,A3,71028.74
881,Mercedes,2011,1.8,Diesel,Automatic,113535,New,GLC,45861.24
882,Honda,2009,2.2,Electric,Manual,142770,Like New,CR-V,70651.99
883,Ford,2021,1.1,Petrol,Manual,239947,New,Mustang,54504.14
884,Audi,2006,5.2,Petrol,Manual,86711,New,Q5,97808.48
885,Tesla,2002,5.9,Electric,Manual,264509,Used,Model Y,20433.72
886,Toyota,2022,1.7,Diesel,Manual,228625,New,Prius,62063.39
887,Honda,2013,2.2,Electric,Automatic,43372,Like New,Civic,51667.68
888,Honda,2023,5.3,Hybrid,Manual,44134,Used,CR-V,23474.3
889,Mercedes,2009,5.6,Petrol,Automatic,299967,Like New,GLA,76249.09
890,Honda,2015,3.1,Hybrid,Automatic,71158,New,Accord,31173.26
891,Ford,2015,1.3,Electric,Manual,237159,Like New,Fiesta,41262.43
892,Audi,2021,1.2,Petrol,Automatic,133021,Like New,A3,40608.9
893,Audi,2009,3.9,Hybrid,Automatic,49396,New,Q7,28199.42
894,Tesla,2012,3,Hybrid,Manual,31912,New,Model S,45917.01
895,Toyota,2005,1.1,Diesel,Automatic,56947,Used,Prius,49967.86
896,Mercedes,2011,3.9,Petrol,Manual,44387,Used,E-Class,75701.06
897,Toyota,2008,1.1,Hybrid,Manual,278652,Used,Camry,77681.51
898,Honda,2012,4.9,Hybrid,Manual,109249,New,Civic,20062.82
899,Tesla,2003,2.5,Diesel,Automatic,1919,Like New,Model 3,61313.37
900,Toyota,2023,1.2,Hybrid,Automatic,140689,Like New,Corolla,90138.79
901,Ford,2010,3.9,Hybrid,Automatic,33298,Used,Mustang,15334.73
902,Audi,2019,3,Hybrid,Automatic,237225,Used,A3,49926.83
903,Honda,2017,5.9,Diesel,Manual,233725,New,Fit,76283.55
904,Tesla,2010,3.7,Hybrid,Automatic,276600,Like New,Model X,63091.68
905,Toyota,2020,2.4,Hybrid,Manual,109599,Used,Camry,14555.64
906,Mercedes,2003,4.5,Petrol,Automatic,83721,New,GLC,42677.58
907,Ford,2017,2.4,Petrol,Automatic,286384,Used,Explorer,53187.75
908,Ford,2000,5.5,Diesel,Automatic,271372,New,Focus,99605.33
909,Toyota,2006,2.9,Electric,Automatic,283830,Like New,Camry,21967.75
910,Audi,2005,3.7,Petrol,Automatic,11920,New,Q7,98330.26
911,Toyota,2014,1.3,Diesel,Manual,7432,Used,Camry,40734.23
912,Honda,2017,3.1,Hybrid,Automatic,110507,Used,Civic,24030.45
913,Toyota,2023,5.2,Hybrid,Automatic,224647,Like New,Corolla,44340.36
914,Ford,2010,5,Diesel,Automatic,164982,Like New,Focus,63329.54
915,Tesla,2019,2.1,Hybrid,Automatic,121764,Used,Model X,25282.25
916,Toyota,2023,2.1,Hybrid,Manual,161298,Used,RAV4,32686.71
917,Audi,2014,5.1,Electric,Automatic,204222,Used,Q7,86181.92
918,Tesla,2015,5.7,Hybrid,Manual,112557,Like New,Model S,99905.9
919,Mercedes,2006,1.5,Petrol,Automatic,18013,Used,C-Class,35226.41
920,BMW,2020,3.3,Hybrid,Manual,21446,Like New,3 Series,19141.4
921,Toyota,2009,2.7,Diesel,Manual,201447,Used,Corolla,80351.23
922,Audi,2011,5.4,Electric,Manual,102261,New,Q5,62043.29
923,Tesla,2023,1.4,Hybrid,Manual,262701,New,Model X,14538.11
924,Audi,2013,2.1,Diesel,Manual,168461,Used,Q7,94943.29
925,Mercedes,2004,4.8,Petrol,Automatic,178772,New,GLC,12414.71
926,Ford,2020,1.3,Hybrid,Manual,130878,Like New,Explorer,64408.86
927,Audi,2017,3.5,Electric,Automatic,99143,New,A3,45274.04
928,Tesla,2004,3.2,Hybrid,Manual,24578,New,Model 3,57879.27
929,Audi,2002,2.7,Diesel,Manual,74779,Like New,A4,25255.35
930,Audi,2022,3,Electric,Automatic,140668,New,A3,70370.49
931,Audi,2004,3.6,Hybrid,Manual,72534,New,Q7,96173.37
932,Honda,2023,1.8,Petrol,Manual,272273,Used,CR-V,48550.46
933,Honda,2016,3.9,Electric,Manual,197118,Like New,CR-V,54681.04
934,Ford,2018,5,Petrol,Manual,273740,Like New,Fiesta,27782.11
935,Toyota,2018,4.8,Diesel,Automatic,65355,Used,RAV4,89727.46
936,Audi,2020,1.8,Hybrid,Manual,12974,Used,Q5,97261.57
937,Mercedes,2011,1.7,Petrol,Manual,197745,New,C-Class,79698.2
938,Toyota,2008,2.3,Diesel,Automatic,251366,New,RAV4,56563.48
939,Mercedes,2000,2.8,Hybrid,Automatic,74442,New,GLA,95895.7
940,Toyota,2017,3,Diesel,Manual,152890,Used,Prius,19615.76
941,Ford,2020,4.4,Petrol,Manual,55598,Like New,Focus,50456.63
942,Audi,2003,1.3,Diesel,Automatic,133726,New,A4,56072.54
943,Audi,2009,1.2,Electric,Manual,33758,Used,Q7,51732.06
944,BMW,2006,3,Hybrid,Automatic,286348,Like New,5 Series,81229.74
945,Mercedes,2021,4.5,Diesel,Manual,127309,Used,C-Class,68688.27
946,Toyota,2022,2,Petrol,Automatic,166000,New,RAV4,17032.55
947,Toyota,2000,4.2,Hybrid,Automatic,184681,Used,Camry,37912.87
948,Honda,2016,2.3,Electric,Automatic,30552,Used,Civic,37212.3
949,BMW,2023,5.4,Hybrid,Manual,147278,Used,X3,58735.06
950,Tesla,2001,5.5,Electric,Manual,34831,Used,Model Y,32688.55
951,Tesla,2010,2.5,Hybrid,Manual,43563,Like New,Model Y,16140.82
952,Honda,2008,2.1,Diesel,Manual,18361,New,Civic,67099.85
953,Honda,2006,3.1,Diesel,Automatic,74469,Like New,CR-V,85848.51
954,Honda,2021,2.2,Petrol,Automatic,25816,Used,Fit,93502.77
955,Mercedes,2016,4.4,Electric,Automatic,257422,Used,E-Class,97394.95
956,Mercedes,2016,5.1,Petrol,Manual,146691,New,GLC,79206.1
957,Ford,2001,4.4,Diesel,Manual,234295,New,Focus,18271.73
958,Ford,2005,5.1,Electric,Manual,92479,Like New,Explorer,86045.62
959,Honda,2013,3,Petrol,Automatic,26819,Like New,CR-V,42996.21
960,BMW,2005,1.8,Petrol,Manual,8798,New,5 Series,74341.57
961,Toyota,2001,4.7,Petrol,Manual,156215,Like New,RAV4,55470.46
962,Mercedes,2000,2.8,Petrol,Automatic,243942,Used,GLC,83717.58
963,BMW,2009,4.4,Petrol,Automatic,230259,Used,5 Series,45423.04
964,Audi,2020,2.4,Electric,Manual,129544,New,Q5,10870.41
965,Mercedes,2004,1.4,Petrol,Automatic,152254,Like New,GLA,57898.25
966,Mercedes,2001,6,Electric,Manual,253800,Used,C-Class,21272.6
967,Ford,2021,1.8,Petrol,Automatic,9415,New,Focus,96724.18
968,Toyota,2015,5.9,Diesel,Automatic,87638,Like New,Camry,55061.49
969,Toyota,2001,5.9,Diesel,Automatic,18452,Used,RAV4,57588.09
970,Tesla,2009,5,Petrol,Manual,195457,Like New,Model Y,91190.24
971,Tesla,2001,4.3,Hybrid,Manual,110205,Like New,Model Y,64335.6
972,Tesla,2015,3.9,Diesel,Manual,18170,Like New,Model 3,33759.29
973,Tesla,2015,5.3,Electric,Automatic,16259,New,Model Y,33128.99
974,Audi,2018,2.4,Petrol,Automatic,284243,Used,Q5,52649.97
975,Audi,2006,3.3,Electric,Automatic,140721,New,A4,87327.78
976,Mercedes,2021,4.1,Hybrid,Automatic,129394,Used,GLA,80499.29
977,Honda,2011,3.1,Petrol,Manual,172109,Used,Fit,96460.36
978,Ford,2023,3.1,Diesel,Manual,273949,New,Focus,11829.18
979,Ford,2014,2.7,Electric,Manual,254599,New,Focus,30490.98
980,Tesla,2007,3.8,Diesel,Automatic,43147,Used,Model S,12619.73
981,Mercedes,2005,5.3,Diesel,Automatic,74280,Used,C-Class,76352.52
982,BMW,2009,2,Petrol,Manual,177125,Used,X3,18379.2
983,Honda,2002,5.7,Electric,Automatic,97841,Like New,Fit,14489.2
984,Mercedes,2018,4.4,Hybrid,Manual,124726,Used,E-Class,58358.86
985,Honda,2016,5.1,Diesel,Automatic,76215,New,Fit,44091.05
986,Honda,2006,3.8,Petrol,Automatic,112909,New,Fit,72934.63
987,Honda,2020,4.9,Petrol,Manual,273129,New,Fit,51266.46
988,Mercedes,2019,1.1,Hybrid,Manual,274535,Used,C-Class,45406.79
989,Tesla,2003,5.1,Petrol,Automatic,4861,Used,Model S,45422.54
990,Ford,2013,1.2,Diesel,Manual,261968,Like New,Explorer,87828.26
991,Ford,2019,5.4,Petrol,Manual,183000,Like New,Fiesta,42546.44
992,Tesla,2021,6,Electric,Automatic,296508,New,Model X,36672.73
993,Honda,2014,2.5,Electric,Automatic,249072,Like New,CR-V,37160.83
994,BMW,2023,2.1,Diesel,Automatic,224402,Like New,5 Series,23677.08
995,Toyota,2007,4.8,Electric,Manual,42923,New,RAV4,86765.44
996,Mercedes,2020,2.3,Hybrid,Automatic,186968,Used,E-Class,18929.93
997,Toyota,2014,5.3,Petrol,Automatic,165912,Like New,Corolla,91318.02
998,Tesla,2021,1.5,Diesel,Automatic,173327,Used,Model Y,31929.43
999,BMW,2019,1.6,Hybrid,Automatic,128165,New,X3,90445.55
1000,Mercedes,2013,5.9,Petrol,Automatic,230314,New,GLA,80127.96
1001,Tesla,2008,4.4,Hybrid,Manual,295673,Like New,Model S,60288.81
1002,Honda,2007,5.2,Diesel,Automatic,144013,New,Accord,68599.65
1003,Ford,2016,2.6,Diesel,Automatic,1669,New,Fiesta,35955.19
1004,Toyota,2001,4.4,Hybrid,Manual,216854,New,RAV4,59551.72
1005,Audi,2023,4,Petrol,Automatic,55786,Like New,A4,32778.28
1006,Audi,2002,4,Electric,Automatic,182155,Like New,Q7,43215.92
1007,BMW,2007,4.4,Electric,Manual,20323,Like New,X5,77642.94
1008,Honda,2011,3.9,Hybrid,Automatic,230502,New,CR-V,28173.59
1009,Toyota,2000,3.1,Diesel,Manual,257249,Used,Prius,84690.37
1010,Honda,2009,2.4,Petrol,Automatic,6021,New,CR-V,40708.87
1011,Toyota,2019,4.8,Petrol,Manual,113415,Like New,Corolla,55556.15
1012,BMW,2002,2.1,Diesel,Manual,270855,Used,X3,94486.25
1013,BMW,2005,4.5,Electric,Automatic,7904,Used,3 Series,69719.28
1014,Audi,2006,2.2,Petrol,Manual,64033,Like New,A4,66332.39
1015,Honda,2019,4.1,Hybrid,Manual,231659,Used,Fit,72602.73
1016,Mercedes,2022,4.7,Electric,Automatic,120035,Used,GLC,92220.58
1017,Audi,2017,2.1,Hybrid,Automatic,220859,Like New,A3,28608.8
1018,Honda,2010,1.3,Electric,Manual,186168,Used,Civic,63257.91
1019,Audi,2018,1.7,Diesel,Automatic,221666,Used,A3,43037.42
1020,Mercedes,2004,4,Hybrid,Manual,231853,Like New,GLA,6126.25
1021,Ford,2018,5.2,Hybrid,Manual,265237,Used,Explorer,16903.59
1022,Ford,2010,1.2,Diesel,Automatic,287062,Used,Fiesta,35874.23
1023,Ford,2023,4.7,Hybrid,Automatic,193708,Used,Fiesta,58675
1024,Ford,2011,2.7,Electric,Manual,189878,Used,Fiesta,88740.1
1025,Tesla,2009,3.4,Petrol,Automatic,140466,Like New,Model Y,80155.84
1026,Toyota,2007,5.6,Petrol,Automatic,124501,New,RAV4,57566.7
1027,Tesla,2023,2.7,Diesel,Manual,260228,New,Model S,12017.69
1028,Tesla,2008,3.3,Electric,Manual,92510,Used,Model X,32161.1
1029,Tesla,2003,1.1,Hybrid,Manual,93708,Like New,Model Y,39837.32
1030,Ford,2004,1.4,Hybrid,Manual,97819,Like New,Fiesta,64063.13
1031,Mercedes,2020,2.3,Petrol,Manual,235603,Used,GLC,11167.74
1032,BMW,2007,1.1,Hybrid,Manual,36303,New,5 Series,55368.39
1033,BMW,2022,4.2,Petrol,Automatic,27453,Used,3 Series,90639.13
1034,Toyota,2008,3.1,Diesel,Manual,199521,Like New,Corolla,72016.11
1035,Ford,2014,3.7,Hybrid,Automatic,156837,Like New,Explorer,80722.3
1036,Ford,2014,1.9,Electric,Automatic,222787,New,Fiesta,69759.19
1037,Ford,2015,2.5,Hybrid,Manual,38057,Like New,Fiesta,24625.97
1038,Audi,2013,4.3,Petrol,Automatic,189060,Like New,A4,15495.96
1039,Honda,2007,5.8,Diesel,Manual,94655,Like New,Accord,83801.61
1040,Audi,2017,1.3,Petrol,Automatic,277169,New,A4,71072.92
1041,Honda,2009,5.5,Hybrid,Manual,269289,Like New,Accord,59630.85
1042,Ford,2019,3.9,Petrol,Manual,101206,Used,Focus,22981.87
1043,Ford,2005,3.8,Petrol,Manual,186869,New,Explorer,62317.77
1044,Audi,2011,3.5,Diesel,Manual,73230,Used,Q7,7975.57
1045,Audi,2001,1.3,Electric,Automatic,155002,Used,Q5,16289.72
1046,Honda,2006,1.4,Hybrid,Automatic,108138,New,Accord,34629.56
1047,BMW,2015,4,Diesel,Automatic,207097,Used,X3,47155.14
1048,Honda,2002,2.7,Electric,Automatic,212376,New,Civic,16453.63
1049,Audi,2012,5.6,Petrol,Automatic,62040,Used,A4,16394.32
1050,Mercedes,2002,3,Electric,Manual,108668,New,E-Class,73959.9
1051,Audi,2017,1.7,Petrol,Manual,198768,Like New,A4,59123.34
1052,Mercedes,2010,4.6,Petrol,Manual,56815,Like New,E-Class,55705.49
1053,Toyota,2007,2.5,Diesel,Manual,216741,Used,Corolla,47981.28
1054,Audi,2005,3.6,Petrol,Manual,112789,Like New,A3,97771.6
1055,Toyota,2000,4.5,Diesel,Automatic,219478,New,Prius,9731.03
1056,BMW,2000,5.5,Electric,Manual,167644,Used,X5,22159.58
1057,Honda,2022,5,Electric,Manual,185102,Like New,Accord,66513.24
1058,Mercedes,2007,4.4,Petrol,Automatic,244533,Like New,E-Class,17954.74
1059,Honda,2004,4.4,Diesel,Automatic,237469,Used,Fit,60991.19
1060,Toyota,2015,5.7,Petrol,Manual,233308,Like New,Camry,58937.32
1061,Mercedes,2010,2.5,Diesel,Manual,160275,Like New,C-Class,97245.49
1062,Honda,2004,1,Diesel,Automatic,77088,Used,CR-V,88921.72
1063,Audi,2003,2.4,Diesel,Manual,5608,Like New,Q7,94827.57
1064,Ford,2005,2.1,Electric,Manual,45667,Like New,Explorer,15792.23
1065,Toyota,2013,4.3,Diesel,Manual,55547,Like New,RAV4,87474.1
1066,Honda,2021,4.2,Electric,Automatic,234907,Like New,CR-V,17263.61
1067,Toyota,2018,4,Diesel,Manual,57560,Used,Prius,65128.56
1068,Tesla,2008,1.1,Electric,Manual,214601,New,Model X,73407.43
1069,Toyota,2011,4.6,Hybrid,Automatic,159487,New,RAV4,20281.08
1070,Mercedes,2010,2.6,Electric,Automatic,184286,Like New,C-Class,65102.64
1071,Tesla,2013,4.3,Electric,Automatic,280141,Like New,Model Y,9983.75
1072,Mercedes,2022,3.8,Petrol,Manual,121266,New,GLC,32860.28
1073,Ford,2015,2.7,Diesel,Automatic,3679,Like New,Explorer,92510.06
1074,Tesla,2000,1.7,Hybrid,Manual,40308,New,Model S,21314.46
1075,Audi,2012,1.5,Petrol,Automatic,206096,Used,Q7,11200.65
1076,Toyota,2022,5.2,Diesel,Manual,170914,Used,RAV4,47149.43
1077,Honda,2020,5.6,Hybrid,Automatic,5695,Used,Civic,85808.73
1078,BMW,2020,4.2,Hybrid,Manual,226812,Used,X3,12283.88
1079,Toyota,2012,1.5,Hybrid,Manual,58499,Used,Camry,38775.86
1080,Toyota,2001,3,Diesel,Automatic,23382,Used,Corolla,90478.61
1081,Ford,2003,4.6,Hybrid,Automatic,276379,New,Fiesta,16224.78
1082,Audi,2005,4.9,Hybrid,Manual,193295,Like New,A4,34513.51
1083,BMW,2022,1.6,Petrol,Automatic,133438,New,3 Series,78949.96
1084,Tesla,2004,1,Electric,Manual,158539,Used,Model 3,56605.04
1085,Tesla,2002,4.6,Diesel,Automatic,6764,Like New,Model Y,84071.65
1086,Tesla,2000,2.8,Electric,Automatic,221968,Like New,Model Y,15601.56
1087,Mercedes,2003,2.3,Petrol,Manual,113831,Used,E-Class,92452.65
1088,Mercedes,2019,1.1,Electric,Automatic,61836,Used,C-Class,93816.62
1089,Honda,2001,3.7,Hybrid,Automatic,294067,Used,Fit,19754.74
1090,BMW,2004,5.3,Hybrid,Manual,255033,Used,3 Series,8218.17
1091,Tesla,2002,5.8,Diesel,Manual,16292,Used,Model 3,99034.93
1092,Mercedes,2008,3.8,Diesel,Automatic,283083,Used,GLC,50813.9
1093,Honda,2019,3.6,Diesel,Manual,243772,Like New,Fit,59347.16
